Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),UGS dune,EQS dune,Static,Live,Dune Links,Symbol,UserGrowthJSON
SolidLizard,Exchanges (DEX),4.575468576928085,20.327636768126204,32.93560606060606,,,Stagnant/Declining,Overvalued,,False,False,True,False,,,
Sologenic,Exchanges (DEX),0.0,66.63793103448276,,,,Strong Growth,,,False,False,True,False,,,
Solv Protocol,Derivative exchanges,0.0,86.00297485765468,65.09453781512606,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
Soneium,Blockchains (L2),0.0,93.61207897793264,,,,Exceptional Growth,,,False,False,True,False,,,
Sonic Labs (prev. Fantom),Blockchains (L1),,60.70600967659791,84.6590909090909,89.26,,Steady Growth,Undervalued,AA,False,False,True,False,,,
Sonic Labs (prev. Fantom),Blockchains (L1),21.674435342567936,32.89152024446142,36.875,89.26,,Slow Growth,Overvalued,AA,False,False,True,False,,,
Sonic Labs (prev. Fantom),,,,,89.26,,,,AA,False,False,True,False,,,
Sophon,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Sorare,Gaming,0.0,,,,,,,,False,False,True,False,,,
Sound.xyz,NFT marketplaces,,20.0,,,,Stagnant/Declining,,,False,False,True,False,,,
Spacebar,Gaming,0.0,,,,,,,,False,False,True,False,,,
Spark Protocol,Lending,0.0,45.13157894736841,,,,Steady Growth,,,False,False,True,False,,,
Spectra,Asset management,0.0,34.39882697947213,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Spin,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
SpookySwap,Exchanges (DEX),20.87234771202789,48.97434965618364,40.45454545454545,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Squid,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
StaFi,Liquid staking,0.0,19.352941176470587,,,,Stagnant/Declining,,,False,False,True,False,,,
Stabble,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Stability,Asset management,0.0,31.21212121212121,,,,Slow Growth,,,False,False,True,False,,,
Stacks,Blockchains (L2),0.0,90.3846153846154,,81.23,,Exceptional Growth,,A,False,False,True,False,,,
Stader ETHx,,,,,64.22,,,,BB,False,False,True,False,,,"{""name"": ""Stader ETHx"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 44.74264705882353, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Stader ETHx,Liquid staking,39.25070817974617,44.74264705882353,11.250000000000002,64.22,,Slow Growth,Overvalued,BB,False,False,True,False,,,"{""name"": ""Stader ETHx"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 44.74264705882353, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Staika,,,,,86.75,,,,AA,False,False,True,False,,,
Stake DAO,Asset management,0.0,47.4266862170088,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Stake.com,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
StakeStone,Liquid staking,0.0,62.5,,,,Steady Growth,,,False,False,True,False,,,
StakeWise,Liquid staking,31.52352037258972,27.604166666666664,72.65625,,,Slow Growth,Undervalued,,False,False,True,False,,,
Star Atlas,Gaming,0.0,67.5,,,,Strong Growth,,,False,False,True,False,,,
Starbase,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Stargate,Bridges,36.96771721829992,53.22646103896104,33.90625,,,Steady Growth,Overvalued,,False,False,True,False,,,
StarkGate,Bridges,0.0,,,,,,,,False,False,True,False,,,
StarkNet,Blockchains (L2),0.0,74.82779415706244,22.5,85.12,,Strong Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""StarkNet"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 74.82779415706244, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""Immutable X"", ""scores"": {""user_growth"": 90.02038225560229}}, {""name"": ""Uniswap"", ""scores"": {""user_growth"": 77.58420441347272}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
StarryNift,Gaming,0.0,81.2636165577342,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
Stellar,Blockchains (L1),0.0,75.75757575757575,38.05288461538461,86.48,,Strong Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""Stellar"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 75.75757575757575, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Storj,Infrastructure,0.0,77.19252724442137,55.0,87.44,,Strong Growth,Fairly Valued,AA,False,False,True,False,,,
Story Protocol,,,,,88.12,,,,AA,False,False,True,False,,,
Stride,Liquid staking,0.0,33.529411764705884,60.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Stryke,Derivative exchanges,0.0,36.00371057513915,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Subsocial,Blockchains (L2),0.0,14.867902132710494,,,,Stagnant/Declining,,,False,False,True,False,,,
Succinct,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Sudoswap,NFT marketplaces,5.512477450205861,35.833333333333336,35.0,,,Slow Growth,Overvalued,,False,False,True,False,,,
Sui,Blockchains (L1),0.0,87.87878787878788,40.0,88.49,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,
Suilend,Lending,0.0,,,,,,,,False,False,True,False,,,
Sun Swap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
SunSwap,,,,,81.0,,,,A,False,False,True,False,,,
SunSwap,Exchanges (DEX),0.0,87.20800889877643,55.0,81.0,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,
Super Champs,Gaming,0.0,,,,,,,,False,False,True,False,,,
SuperSwap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
SuperVerse,,,,,82.71,,,,A,False,False,True,False,,,
SuperVerse DAO,,,,,75.46,,,,BBB,False,False,True,False,,,
Superform,Asset management,0.0,,,,,,,,False,False,True,False,,,
Superposition,Lending,0.0,,,,,,,,False,False,True,False,,,
Superseed,Blockchains (L2),0.0,46.91347270615563,,,,Steady Growth,,,False,False,True,False,,,
Superstate,Asset management,0.0,,,,,,,,False,False,True,False,,,
Sushiswap,Exchanges (DEX),47.83216668659891,88.87737216435771,49.53125000000001,85.11,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""Sushiswap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 88.87737216435771, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}"
SwapX,Exchanges (DEX),0.0,49.2035595105673,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Swarm,Infrastructure,0.0,41.41417698371513,49.642857142857146,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Sweatcoin,Social,0.0,29.629629629629623,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Swell,Liquid staking,0.0,38.36397058823529,50.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Swipe,,,,,89.96,,,,AA,False,False,True,False,,,
SwissBorg,,,,,70.1,,,,BB,False,False,True,False,,,
Switchboard,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Symbiosis,Exchanges (DEX),0.0,56.37819799777531,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Symbiotic,Liquid staking,0.0,80.0,,,,Exceptional Growth,,,False,False,True,False,,,
SynFutures,Derivative exchanges,44.47377406233293,81.21869202226347,72.44047619047619,,,Exceptional Growth,Undervalued,,False,False,True,False,,,
Synapse,Bridges,23.61587787204373,37.82771915584416,62.43750000000001,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
SyncSwap,Exchanges (DEX),19.91686098163186,43.06818181818181,,,,Slow Growth,,,False,False,True,False,,,
Synonym Finance,Lending,0.0,18.971734892787524,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Synthetix,Derivative exchanges,30.536112044822108,80.07145256221611,49.49404761904763,83.71,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""Synthetix"", ""sector"": ""Derivative exchanges"", ""scores"": {""user_growth"": 80.07145256221611, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""GMX"", ""scores"": {""user_growth"": 95.64567206192824}}, {""name"": ""Pendle"", ""scores"": {""user_growth"": 94.4047485765466}}, {""name"": ""Drift Protocol"", ""scores"": {""user_growth"": 95.91836734693877}}, {""name"": ""Aevo"", ""scores"": {""user_growth"": 89.37847866419295}}], ""sector_averages"": {""user_growth"": 55.1, ""count"": 55}}"
Synthswap,Exchanges (DEX),0.0,32.35669262143122,55.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
THORChain,Exchanges (DEX),0.0,98.85057471264368,55.0,89.75,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,
TRON,Blockchains (L1),89.21328539488609,88.24044011544011,93.07692307692308,87.49,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""TRON"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 88.24044011544011, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Taiko,Blockchains (L2),0.0,58.54037267080746,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Talent Protocol,Social,0.0,59.16666666666666,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Talis Protocol,NFT marketplaces,0.0,21.11111111111111,,,,Stagnant/Declining,,,False,False,True,False,,,
TapiocaDAO,Stablecoin issuers,0.0,26.666666666666664,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Tapos,Gaming,0.0,,,,,,,,False,False,True,False,,,
Telcoin,,,,,85.95,,,,A,False,False,True,False,,,
Term Finance,Lending,0.0,0.0,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Term Structure,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Terra Classic,,,,,50.49,,,,CC,False,False,True,False,,,
Terra Classic,Blockchains (L1),0.0,34.2293771043771,29.375,50.49,,Slow Growth,Overvalued,CC,False,False,True,False,,,
Tether,Stablecoin issuers,97.6930345904363,,,83.15,,,,A,False,False,True,False,,,
Tether Gold,,,,,85.1,,,,A,False,False,True,False,,,
Tevi,Social,0.0,,,,,,,,False,False,True,False,,,
Tezos,Blockchains (L1),0.0,38.78787878787879,28.740835777126097,90.36,,Slow Growth,Overvalued,AA,False,False,True,False,,,"{""name"": ""Tezos"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 38.78787878787879, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Thala,Exchanges (DEX),0.0,45.08620689655172,,,,Steady Growth,,,False,False,True,False,,,
Thales,Derivative exchanges,5.54738572289759,57.49369242210991,34.673611111111114,,,Steady Growth,Overvalued,,False,False,True,False,,,
The Arena,Social,0.0,,,,,,,,False,False,True,False,,,
The Graph,Infrastructure,27.46709487715917,66.66858180739862,47.67857142857143,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
The Lost Glitches,Gaming,0.0,,,,,,,,False,False,True,False,,,
The Open Network,,,,,94.7,,,,AAA,False,False,True,False,,,
The Sandbox,,,,,93.89,,,,AA,False,False,True,False,,,
The Standard,Lending,0.0,36.315789473684205,,,,Slow Growth,,,False,False,True,False,,,
Theta Fuel,,,,,73.68,,,,BBB,False,False,True,False,,,
Theta Network,Asset management,0.0,45.625,,93.24,,Steady Growth,,AA,False,False,True,False,,,
Thetanuts,Asset management,0.0,45.625,,,,Steady Growth,,,False,False,True,False,,,
Thetis Market,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Threshold Network,,,,,88.83,,,,AA,False,False,True,False,,,
Thruster,Exchanges (DEX),20.190706320205766,45.25542901203357,64.78896103896103,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Time.fun,Social,0.0,,,,,,,,False,False,True,False,,,
Tokemak,Asset management,37.32349428436831,60.27126099706746,54.29017857142858,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Tokenlon,Exchanges (DEX),62.00461353030645,41.16273974449726,62.05681818181819,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Tornado Cash,Infrastructure,40.6421287830892,54.8802728148862,72.1875,,,Steady Growth,Undervalued,,False,False,True,False,,,
Toshi,,,,,69.36,,,,BB,False,False,True,False,,,
Toucan Protocol,Infrastructure,0.0,32.22222222222222,,,,Slow Growth,,,False,False,True,False,,,
Trojan,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
TruFin,Liquid staking,0.0,,,,,,,,False,False,True,False,,,
TrueFi,Lending,0.0,43.94554093567252,18.142857142857142,,,Slow Growth,Overvalued,,False,False,True,False,,,
TrueMarkets,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
TrueUSD,Stablecoin issuers,0.0,84.52380952380952,55.0,89.43,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,
Trust Wallet,,,,,91.66,,,,AA,False,False,True,False,,,
Turbo,Exchanges (DEX),0.0,53.706896551724135,,76.63,,Steady Growth,,BBB,False,False,True,False,,,
Turbos Finance,Exchanges (DEX),0.0,53.706896551724135,,,,Steady Growth,,,False,False,True,False,,,
Typus Finance,Asset management,0.0,,,,,,,,False,False,True,False,,,
ULTIMA,,,,,78.2,,,,BBB,False,False,True,False,,,
UMA,Infrastructure,0.0,67.77666061235081,52.5,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
USDD (Decentralized USD),,,,,81.88,,,,A,False,False,True,False,,,
UWON Coin,ERC20 Tokens,0.0,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
UXLINK,Social,0.0,100.0,55.0,84.53,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,
UXLINK,Blockchains (L2),,85.55942702284166,,84.53,,Exceptional Growth,,A,False,False,True,False,,,
UXUY,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Ubeswap,Exchanges (DEX),0.0,36.26251390433816,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
UniDex,Derivative exchanges,0.0,28.181818181818183,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Unipilot,Asset management,0.0,42.36391129032258,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Unique Network,Blockchains (L2),0.0,30.869452846804755,,,,Slow Growth,,,False,False,True,False,,,
Uniswap,Exchanges (DEX),0.0,98.44734890619208,59.54101562500001,94.28,,Exceptional Growth,Fairly Valued,AAA,False,False,True,False,,,"{""name"": ""Uniswap"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 77.58420441347272, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""Immutable X"", ""scores"": {""user_growth"": 90.02038225560229}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
Uniswap,Blockchains (L2),,77.58420441347272,,94.28,,Strong Growth,,AAA,False,False,True,False,,,"{""name"": ""Uniswap"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 77.58420441347272, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""Immutable X"", ""scores"": {""user_growth"": 90.02038225560229}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
Uniswap Labs,Exchanges (DEX),53.83258939454786,90.9090909090909,,,,Exceptional Growth,,,False,False,True,False,,,
Universal,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Unus Sed Leo,,,,,85.62,,,,A,False,False,True,False,,,
Usual,Stablecoin issuers,22.917172470675563,84.4047619047619,93.60000000000002,,,Exceptional Growth,Undervalued,,False,False,True,False,,,
VVS Finance,,,,,68.45,,,,BB,False,False,True,False,,,
Valeria Games,Gaming,0.0,,,,,,,,False,False,True,False,,,
Vana,Blockchains (L1),0.0,,,85.34,,,,A,False,False,True,False,,,
Vaultka,Derivative exchanges,0.0,33.962894248608535,50.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
VeThor Token,,,,,73.5,,,,BBB,False,False,True,False,,,
Veax,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Vechain,Lending,62.67057362728197,99.07407407407408,70.5859375,92.59,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Vechain"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 99.07407407407408, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}"
Velodrome,Exchanges (DEX),50.95855686758603,71.53864668655409,71.14935064935065,,,Strong Growth,Undervalued,,False,False,True,False,,,
Venice,Infrastructure,0.0,60.16379086663207,55.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Venom Bridge,,,,,74.11,,,,BBB,False,False,True,False,,,
Venus USDC,,,,,73.26,,,,BBB,False,False,True,False,,,
Venus USDT,,,,,68.62,,,,BB,False,False,True,False,,,"{""name"": ""Venus USDT"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 86.17202729044836, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}"
Venus USDT,Lending,58.729369995647765,86.17202729044836,84.21875,68.62,,Exceptional Growth,Undervalued,BB,False,False,True,False,,,"{""name"": ""Venus USDT"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 86.17202729044836, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}"
Vertex,Derivative exchanges,0.0,76.62141737572772,82.52083333333334,,,Strong Growth,Undervalued,,False,False,True,False,,,
Verus,,,,,58.24,,,,B,False,False,True,False,,,
Vesta Finance,Stablecoin issuers,0.0,43.660714285714285,32.85714285714286,,,Slow Growth,Overvalued,,False,False,True,False,,,
VibrantX,Asset management,0.0,,,,,,,,False,False,True,False,,,
Viction,Blockchains (L1),0.0,43.755411255411246,24.94261786600496,,,Slow Growth,Overvalued,,False,False,True,False,,,
Virtuals Protocol,Infrastructure,0.0,91.48936170212764,,80.9,,Exceptional Growth,,A,False,False,True,False,,,
Volmex,Derivative exchanges,,45.94827586206897,,,,Steady Growth,,,False,False,True,False,,,
Voltz,Derivative exchanges,0.0,45.94827586206897,,,,Steady Growth,,,False,False,True,False,,,
WAGMI (ex Popsicle Finance),Exchanges (DEX),0.0,54.51167964404896,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
WELL3,Social,0.0,56.388888888888886,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
WETH,,,,,73.33,,,,BBB,False,False,True,False,,,
WINR Protocol,Prediction markets,0.0,55.0,,,,Steady Growth,,,False,False,True,False,,,
WOO Token,Exchanges (DEX),0.0,77.25509825732296,52.0,83.9,,Strong Growth,Fairly Valued,A,False,False,True,False,,,
WOO Token,,,,,83.9,,,,A,False,False,True,False,,,
Walrus,,,,,85.29,,,,A,False,False,True,False,,,
Wapal,NFT marketplaces,0.0,,,,,,,,False,False,True,False,,,
Wasabi,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Waves,,,,,74.12,,,,BBB,False,False,True,False,,,
White Whale,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
WhiteSwap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
WigoSwap,Infrastructure,0.0,48.59756097560975,50.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Wild Forest,Gaming,0.0,,,,,,,,False,False,True,False,,,
Wombat Exchange,Exchanges (DEX),16.964873845336847,37.895894428152495,28.392045454545457,,,Slow Growth,Overvalued,,False,False,True,False,,,
World Mobile Token,,,,,81.97,,,,A,False,False,True,False,,,
World of Dypians,Gaming,0.0,,,,,,,,False,False,True,False,,,
Worldcoin,Blockchains (L2),0.0,89.51227887965693,47.5,85.19,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,
Wormhole,Infrastructure,0.0,,,88.52,,,,AA,False,False,True,False,,,
Would,,,,,60.7,,,,B,False,False,True,False,,,
Wrapped AVAX,,,,,79.08,,,,A,False,False,True,False,,,
Wrapped Bitcoin,,,,,85.77,,,,A,False,False,True,False,,,
Wrapped Solana,,,,,74.0,,,,BBB,False,False,True,False,,,
Wrapped TRON,,,,,72.26,,,,BBB,False,False,True,False,,,
X Layer,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
X2Y2,NFT marketplaces,39.0952594610098,40.9375,64.62500000000001,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
XAI,Blockchains (L3),4.112146204819793,85.00000000000001,52.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
XCAD Network,Social,0.0,40.27777777777776,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
XDC Network,Blockchains (L1),0.0,42.5,,88.35,,Slow Growth,,AA,False,False,True,False,,,
XGamble,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
XOXNO,NFT marketplaces,0.0,20.0,,,,Stagnant/Declining,,,False,False,True,False,,,
XPLA,Blockchains (L1),0.0,28.699494949494948,40.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
XRP Ledger,Blockchains (L1),0.0,95.45454545454544,,94.25,,Exceptional Growth,,AAA,False,False,True,False,,,
XRP Ledger,,,,,94.25,,,,AAA,False,False,True,False,,,
XYO,,,,,82.93,,,,A,False,False,True,False,,,
XYO,Bridges,0.0,35.0,50.0,82.93,,Slow Growth,Fairly Valued,A,False,False,True,False,,,
YOLO Games,Gaming,0.0,39.7875816993464,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Yearn Finance,Asset management,0.0,96.2854349951124,55.0,70.16,,Exceptional Growth,Fairly Valued,BB,False,False,True,False,,,
Yield Guild Games,Gaming,0.0,79.79847494553377,50.99999999999999,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
ZKEX,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
ZKFair,Blockchains (L2),0.0,52.11538461538461,,,,Steady Growth,,,False,False,True,False,,,
ZKNation,,,,,78.95,,,,BBB,False,False,True,False,,,
ZKNation,Lending,0.0,,,78.95,,,,BBB,False,False,True,False,,,
ZKX,Derivative exchanges,0.0,20.890538033395178,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
ZNS Connect Name Service,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Zcash,Blockchains (L1),0.0,62.95454545454546,88.1281017369727,87.68,,Steady Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Zcash"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 62.95454545454546, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Zeebu Protocol,,,,,83.39,,,,A,False,False,True,False,,,
Zeitgeist,Blockchains (L2),0.0,17.00908412145346,,,,Stagnant/Declining,,,False,False,True,False,,,
Zerion,Infrastructure,35.11925409569828,77.77777777777779,50.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
ZeroLend,Lending,0.0,57.25563909774437,68.66666666666667,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Zeta Markets,Derivative exchanges,0.0,66.4795918367347,,,,Strong Growth,,,False,False,True,False,,,
ZetaChain,Blockchains (L1),0.0,58.4090909090909,,89.73,,Steady Growth,,AA,False,False,True,False,,,
Zeus Network,,,,,75.97,,,,BBB,False,False,True,False,,,
Zignaly,,,,,85.6,,,,A,False,False,True,False,,,
Zilliqa,,,,,83.27,,,,A,False,False,True,False,,,
Zircuit,Blockchains (L2),0.0,78.14077227120704,45.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Zora,NFT marketplaces,12.76051336616128,80.0,,,,Exceptional Growth,,,False,False,True,False,,,
Zyberswap,Exchanges (DEX),14.20027212765285,30.674507870698083,55.30539772727272,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
