Project,Market Sector,User Growth Score,Growth Category,Explanation
Pendle,Derivative exchanges,94.40474857654661,Exceptional Growth,"Project 'Pendle' in the 'Derivative exchanges' sector has an overall User Growth Score of 94.40, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 93.10 (Weight: 0.30)
  - Transaction Volume: 97.96 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 84.09 (Weight: 0.10)"
Sonic,Blockchains (L1),60.70600967659791,Steady Growth,"Project 'Sonic' in the 'Blockchains (L1)' sector has an overall User Growth Score of 60.71, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 56.39 (Weight: 0.30)
  - Transaction Volume: 74.24 (Weight: 0.30)
  - Transaction Count: 49.64 (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Manifold.xyz,NFT marketplaces,,,"Project 'Manifold.xyz' in the 'NFT marketplaces' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Allbridge Core,Bridges,65.22727272727272,Strong Growth,"Project 'Allbridge Core' in the 'Bridges' sector has an overall User Growth Score of 65.23, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 65.23 (Weight: 0.20)
  - Bridge Volume: nan (Weight: 0.50)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Helium,Infrastructure,51.01063829787234,Steady Growth,"Project 'Helium' in the 'Infrastructure' sector has an overall User Growth Score of 51.01, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 51.01 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Tokemak,Asset management,60.27126099706746,Steady Growth,"Project 'Tokemak' in the 'Asset management' sector has an overall User Growth Score of 60.27, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 60.68 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 58.63 (Weight: 0.10)"
BendDAO,Lending,37.61208576998051,Slow Growth,"Project 'BendDAO' in the 'Lending' sector has an overall User Growth Score of 37.61, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 36.32 (Weight: 0.40)
  - Transaction Volume: 28.42 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 70.37 (Weight: 0.10)"
Gamma Strategies,Asset management,60.570931085043995,Steady Growth,"Project 'Gamma Strategies' in the 'Asset management' sector has an overall User Growth Score of 60.57, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 75.00 (Weight: 0.30)
  - Transaction Volume: 53.86 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 44.11 (Weight: 0.10)"
Cronos,Blockchains (L1),58.11447811447811,Steady Growth,"Project 'Cronos' in the 'Blockchains (L1)' sector has an overall User Growth Score of 58.11, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 35.93 (Weight: 0.30)
  - Transaction Volume: 80.30 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Synthetix,Derivative exchanges,80.07145256221611,Exceptional Growth,"Project 'Synthetix' in the 'Derivative exchanges' sector has an overall User Growth Score of 80.07, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 72.41 (Weight: 0.30)
  - Transaction Volume: 83.67 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 88.64 (Weight: 0.10)"
ZeroLend,Lending,57.25563909774437,Steady Growth,"Project 'ZeroLend' in the 'Lending' sector has an overall User Growth Score of 57.26, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 53.03 (Weight: 0.40)
  - Transaction Volume: 62.89 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Tornado Cash,Infrastructure,54.8802728148862,Steady Growth,"Project 'Tornado Cash' in the 'Infrastructure' sector has an overall User Growth Score of 54.88, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 59.17 (Weight: 0.30)
  - Transaction Volume: 55.80 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 39.27 (Weight: 0.10)"
Injective,Blockchains (L1),64.14820473644002,Steady Growth,"Project 'Injective' in the 'Blockchains (L1)' sector has an overall User Growth Score of 64.15, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 53.61 (Weight: 0.30)
  - Transaction Volume: 60.68 (Weight: 0.30)
  - Transaction Count: 80.95 (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
SyncSwap,Exchanges (DEX),43.06818181818181,Slow Growth,"Project 'SyncSwap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 43.07, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 43.07 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Stader,Liquid staking,44.74264705882353,Slow Growth,"Project 'Stader' in the 'Liquid staking' sector has an overall User Growth Score of 44.74, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 47.50 (Weight: 0.30)
  - Transaction Volume: 43.97 (Weight: 0.20)
  - User Growth: 42.50 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Gearbox,Lending,39.782529239766085,Slow Growth,"Project 'Gearbox' in the 'Lending' sector has an overall User Growth Score of 39.78, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 25.79 (Weight: 0.40)
  - Transaction Volume: 51.05 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 61.94 (Weight: 0.10)"
Blur,NFT marketplaces,88.75000000000001,Exceptional Growth,"Project 'Blur' in the 'NFT marketplaces' sector has an overall User Growth Score of 88.75, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 90.00 (Weight: 0.40)
  - Transaction Volume: 88.89 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 83.33 (Weight: 0.10)"
Hegic,Derivative exchanges,56.719839581600674,Steady Growth,"Project 'Hegic' in the 'Derivative exchanges' sector has an overall User Growth Score of 56.72, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 56.29 (Weight: 0.30)
  - Transaction Volume: 55.77 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 61.82 (Weight: 0.10)"
Dogecoin,Blockchains (L1),93.93939393939394,Exceptional Growth,"Project 'Dogecoin' in the 'Blockchains (L1)' sector has an overall User Growth Score of 93.94, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 93.94 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Nexus Mutual,Insurance,,,"Project 'Nexus Mutual' in the 'Insurance' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Aptos,Blockchains (L1),74.57650162337663,Strong Growth,"Project 'Aptos' in the 'Blockchains (L1)' sector has an overall User Growth Score of 74.58, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 88.89 (Weight: 0.30)
  - Transaction Volume: 66.36 (Weight: 0.30)
  - Transaction Count: 76.19 (Weight: 0.25)
  - User Growth: 59.69 (Weight: 0.15)"
Liquity,Stablecoin issuers,65.0,Strong Growth,"Project 'Liquity' in the 'Stablecoin issuers' sector has an overall User Growth Score of 65.00, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 49.64 (Weight: 0.20)
  - Transaction Volume: 75.00 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 60.36 (Weight: 0.20)"
Thruster,Exchanges (DEX),45.255429012033574,Steady Growth,"Project 'Thruster' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 45.26, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 44.77 (Weight: 0.30)
  - Transaction Volume: 46.81 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 40.48 (Weight: 0.10)"
Filecoin,Blockchains (L1),64.0909090909091,Steady Growth,"Project 'Filecoin' in the 'Blockchains (L1)' sector has an overall User Growth Score of 64.09, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 64.09 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Bancor,Exchanges (DEX),44.69622181211448,Slow Growth,"Project 'Bancor' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 44.70, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 21.36 (Weight: 0.30)
  - Transaction Volume: 56.29 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 68.31 (Weight: 0.10)"
Goldfinch,Lending,39.736842105263165,Slow Growth,"Project 'Goldfinch' in the 'Lending' sector has an overall User Growth Score of 39.74, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 25.79 (Weight: 0.40)
  - Transaction Volume: 49.08 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 67.50 (Weight: 0.10)"
MUX,Derivative exchanges,54.74643736805068,Steady Growth,"Project 'MUX' in the 'Derivative exchanges' sector has an overall User Growth Score of 54.75, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 64.05 (Weight: 0.30)
  - Transaction Volume: 52.70 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 35.00 (Weight: 0.10)"
Biswap,Exchanges (DEX),66.92248015471738,Strong Growth,"Project 'Biswap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 66.92, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 60.11 (Weight: 0.30)
  - Transaction Volume: 65.78 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 91.94 (Weight: 0.10)"
Kwenta,Derivative exchanges,50.46015330113237,Steady Growth,"Project 'Kwenta' in the 'Derivative exchanges' sector has an overall User Growth Score of 50.46, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 69.22 (Weight: 0.30)
  - Transaction Volume: 36.53 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 49.89 (Weight: 0.10)"
Thetanuts,Asset management,45.625,Steady Growth,"Project 'Thetanuts' in the 'Asset management' sector has an overall User Growth Score of 45.62, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 45.62 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Seamless Protocol,Lending,62.473806042885,Steady Growth,"Project 'Seamless Protocol' in the 'Lending' sector has an overall User Growth Score of 62.47, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 60.92 (Weight: 0.40)
  - Transaction Volume: 56.97 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 85.19 (Weight: 0.10)"
Gravity Alpha Mainnet,Blockchains (L2),81.36211567178466,Exceptional Growth,"Project 'Gravity Alpha Mainnet' in the 'Blockchains (L2)' sector has an overall User Growth Score of 81.36, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 90.48 (Weight: 0.30)
  - Transaction Volume: 65.10 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 90.24 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Ribbon Finance,Asset management,51.90134714076247,Steady Growth,"Project 'Ribbon Finance' in the 'Asset management' sector has an overall User Growth Score of 51.90, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 45.62 (Weight: 0.30)
  - Transaction Volume: 56.14 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 53.79 (Weight: 0.10)"
Ronin,Blockchains (L1),54.890713861302096,Steady Growth,"Project 'Ronin' in the 'Blockchains (L1)' sector has an overall User Growth Score of 54.89, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 81.48 (Weight: 0.30)
  - Transaction Volume: 29.70 (Weight: 0.30)
  - Transaction Count: 53.21 (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
zkSync Era,Blockchains (L2),76.67636131763253,Strong Growth,"Project 'zkSync Era' in the 'Blockchains (L2)' sector has an overall User Growth Score of 76.68, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 73.81 (Weight: 0.30)
  - Transaction Volume: 88.46 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 55.91 (Weight: 0.15)
  - User Growth: 86.96 (Weight: 0.10)"
Blast,Blockchains (L2),77.59650708517357,Strong Growth,"Project 'Blast' in the 'Blockchains (L2)' sector has an overall User Growth Score of 77.60, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: 76.19 (Weight: 0.30)
  - Transaction Volume: 71.15 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 87.80 (Weight: 0.15)
  - User Growth: 82.61 (Weight: 0.10)"
Livepeer,Infrastructure,85.63829787234042,Exceptional Growth,"Project 'Livepeer' in the 'Infrastructure' sector has an overall User Growth Score of 85.64, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 80.85 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 100.00 (Weight: 0.10)"
Celo,Blockchains (L1),56.73683261183261,Steady Growth,"Project 'Celo' in the 'Blockchains (L1)' sector has an overall User Growth Score of 56.74, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 74.07 (Weight: 0.30)
  - Transaction Volume: 40.23 (Weight: 0.30)
  - Transaction Count: 56.79 (Weight: 0.25)
  - User Growth: 55.00 (Weight: 0.15)"
Pangolin,Exchanges (DEX),56.60579305288705,Steady Growth,"Project 'Pangolin' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 56.61, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 48.18 (Weight: 0.30)
  - Transaction Volume: 60.60 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 65.89 (Weight: 0.10)"
MultiversX,Blockchains (L1),52.53787878787879,Steady Growth,"Project 'MultiversX' in the 'Blockchains (L1)' sector has an overall User Growth Score of 52.54, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 59.17 (Weight: 0.30)
  - Transaction Volume: 45.91 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Litecoin,Blockchains (L1),84.84848484848484,Exceptional Growth,"Project 'Litecoin' in the 'Blockchains (L1)' sector has an overall User Growth Score of 84.85, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 84.85 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Ramses Exchange,Exchanges (DEX),44.565305094886575,Slow Growth,"Project 'Ramses Exchange' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 44.57, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 53.30 (Weight: 0.30)
  - Transaction Volume: 38.74 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 41.69 (Weight: 0.10)"
